id,firmano,bolumid,frmid,kont,konttr,konten,yetkialan,sfirmano,havuz,deguser,degtarsaat,olususer,olustarsaat,anafrmid,fat_fis_kont_id,Modul,kont_menu,Rap_id
436,,2,14,N1,-,,,,,,,,,,,,,
437,,2,14,ankSil1,Kart Sil,,True,,,,,,,,,,,
438,,2,14,SilinmiKartGeriAl1,Silinmiş Kartı Geri Al,,True,,,,,,,,,,,
439,,2,14,N2,-,,,,,,,,,,,,,
440,,2,14,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
441,,2,15,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
442,,2,15,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
443,,2,15,tbtnPrint,Print,,,,,,,,,,,,,
444,,2,15,tbtnDesigner,Dizayn,,,,,,,,,,,,,
445,,2,15,ToolButton6,Excel,,,,,,,,,,,,,
446,,2,15,ToolButton7,Grup Kapa,,,,,,,,,,,,,
447,,2,15,ToolButton8,Grup Kapa,,,,,,,,,,,,,
448,,2,15,ToolButton9,Grup Aç,,,,,,,,,,,,,
449,,2,15,ToolButton10,ToolButton4,,,,,,,,,,,,,
450,,2,15,ToolButton13,Başlangıç Ayarı,,,,,,,,,,,,,
451,,2,15,ToolButton1,Genişlik Ayarı,,,,,,,,,,,,,
452,,2,15,ToolButton2,Grup Düzelt,,,,,,,,,,,,,
453,,2,15,yenile,Yenile,,,,,,,,,,,,,
454,,2,15,butcik,Çıkış,,,,,,,,,,,,,
455,,2,15,butyeni,Yeni Kart,,True,,,,,,,,,,,
456,,2,15,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
457,,2,15,buthrk,Hareket Dökümü,,True,,,,,,,,,,,
458,,2,15,YaniTank1,Yeni Kart,,True,,,,,,,,,,,
459,,2,15,Bilgincle1,Bilgi İncele,,,,,,,,,,,,,
460,,2,15,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
461,,2,15,HareketDkm1,Hareket Dökümü,,True,,,,,,,,,,,
462,,2,15,N1,-,,,,,,,,,,,,,
463,,2,15,ankSil1,Kart Sil,,True,,,,,,,,,,,
464,,2,15,SilinmiKartGeriAl1,Silinmiş Kartı Geri Al,,True,,,,,,,,,,,
465,,2,15,N2,-,,,,,,,,,,,,,
466,,2,15,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
467,,2,16,ToolButton2,Grup Ekle,,,,,,,,,,,,,
468,,2,16,ToolButton5,Grup Düzelt,,,,,,,,,,,,,
469,,2,16,ToolButton3,Grup Sil,,True,,,,,,,,,,,
470,,2,16,ToolButton1,Grup Kapa,,,,,,,,,,,,,
471,,2,16,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
472,,2,16,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
473,,2,16,ToolButton4,ToolButton4,,,,,,,,,,,,,
474,,2,16,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
475,,2,16,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
476,,2,16,tbtnPrint,Print,,,,,,,,,,,,,
477,,2,16,tbtnDesigner,Dizayn,,,,,,,,,,,,,
478,,2,16,ToolButton6,Excel,,,,,,,,,,,,,
479,,2,16,ToolButton7,Grup Kapa,,,,,,,,,,,,,
480,,2,16,ToolButton8,Başalngıç Ayarı,,,,,,,,,,,,,
481,,2,16,ToolButton9,Genişlik Ayarı,,,,,,,,,,,,,
482,,2,16,ToolButton10,Excel,,,,,,,,,,,,,
483,,2,16,yenile,Yenile,,,,,,,,,,,,,
484,,2,16,cxButton5,Sayaça Yağ Dök,,True,,,,,,,,,,,
485,,2,16,butcik,Çıkış,,,,,,,,,,,,,
486,,2,16,butyeni,Yeni Sayaç,,True,,,,,,,,,,,
487,,2,16,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
488,,2,16,buthrk,Hareket Dökümü,,True,,,,,,,,,,,
489,,2,16,cxButton1,Endeks Düzelt,,True,,,,,,,,,,,
490,,2,16,YaniTank1,Yeni Kart,,True,,,,,,,,,,,
491,,2,16,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
492,,2,16,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
493,,2,16,HareketDkm1,Hareket Dökümü,,True,,,,,,,,,,,
494,,2,16,SayaaYaDk1,Sayaça Yağ Dök,,True,,,,,,,,,,,
495,,2,16,EndeksDzelt1,Endeks Düzelt,,True,,,,,,,,,,,
496,,2,16,N1,-,,,,,,,,,,,,,
497,,2,16,ankSil1,Kart Sil,,True,,,,,,,,,,,
498,,2,16,SilinmiKartGeriAl1,Silinmiş Kartı Geri Al,,True,,,,,,,,,,,
499,,2,16,N2,-,,,,,,,,,,,,,
500,,2,16,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
629,,1,18,butyeni,Yeni Depo,,True,,,,,,,,,,,
630,,1,18,cxButton11,Çıkış,,,,,,,,,,,,,
631,,1,18,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
632,,1,18,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
633,,1,18,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
634,,1,18,tbtnPrint,Print,,,,,,,,,,,,,
635,,1,18,tbtnDesigner,Dizayn,,,,,,,,,,,,,
636,,1,18,ToolButton6,Excel,,,,,,,,,,,,,
637,,1,18,ToolButton7,Grup Kapa,,,,,,,,,,,,,
638,,1,18,ToolButton8,Grup Kapa,,,,,,,,,,,,,
639,,1,18,ToolButton9,Grup Aç,,,,,,,,,,,,,
640,,1,18,ToolButton10,ToolButton4,,,,,,,,,,,,,
641,,1,18,ToolButton1,Yenile,,,,,,,,,,,,,
642,,1,18,ToolButton2,Genişlik Ayarı,,,,,,,,,,,,,
643,,1,18,YeniDepoKart1,Yeni Depo Kartı,,True,,,,,,,,,,,
644,,1,18,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
645,,1,18,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
646,,1,18,N1,-,,,,,,,,,,,,,
647,,1,18,KartSil1,Kart Sil,,True,,,,,,,,,,,
648,,1,18,SilinmiKartGeriAl1,Silinmiş Kartı Geri Al,,True,,,,,,,,,,,
649,,1,18,N2,-,,,,,,,,,,,,,
650,,1,18,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
656,,1,20,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
657,,1,20,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
658,,1,20,tbtnPrint,Print,,,,,,,,,,,,,
659,,1,20,tbtnDesigner,Dizayn,,,,,,,,,,,,,
660,,1,20,ToolButton6,Excel,,,,,,,,,,,,,
661,,1,20,ToolButton7,Grup Kapa,,,,,,,,,,,,,
662,,1,20,ToolButton8,Grup Kapa,,,,,,,,,,,,,
663,,1,20,ToolButton9,Grup Aç,,,,,,,,,,,,,
664,,1,20,ToolButton10,ToolButton4,,,,,,,,,,,,,
665,,1,20,ToolButton3,Başlangıç Ayarı,,,,,,,,,,,,,
666,,1,20,ToolButton2,Genişlik Ayarı,,,,,,,,,,,,,
667,,1,20,ToolButton1,Yenile,,,,,,,,,,,,,
668,,1,20,butyeni,Kur Girişi,,True,,,,,,,,,,,
669,,1,20,cxButton11,Çıkış,,,,,,,,,,,,,
670,,1,20,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
671,,1,20,YaniTank1,Kur Girişi,,True,,,,,,,,,,,
672,,1,20,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
673,,1,20,N1,-,,,,,,,,,,,,,
674,,1,20,ankSil1,Kayıt Sil,,True,,,,,,,,,,,
675,,1,20,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
676,,1,21,ToolButton2,Grup Ekle,,,,,,,,,,,,,
677,,1,21,ToolButton16,Grup Düzelt,,,,,,,,,,,,,
678,,1,21,ToolButton3,Grup Sil,,True,,,,,,,,,,,
679,,1,21,ToolButton1,Grup Kapa,,,,,,,,,,,,,
680,,1,21,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
681,,1,21,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
682,,1,21,ToolButton4,ToolButton4,,,,,,,,,,,,,
683,,1,21,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
684,,1,21,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
685,,1,21,tbtnPrint,Print,,,,,,,,,,,,,
686,,1,21,tbtnDesigner,Dizayn,,,,,,,,,,,,,
687,,1,21,ToolButton6,Excel,,,,,,,,,,,,,
688,,1,21,ToolButton7,Grup Kapa,,,,,,,,,,,,,
689,,1,21,ToolButton8,Grup Kapa,,,,,,,,,,,,,
690,,1,21,ToolButton9,Grup Aç,,,,,,,,,,,,,
691,,1,21,ToolButton10,ToolButton4,,,,,,,,,,,,,
692,,1,21,ToolButton24,Başlangıç Ayarı,,,,,,,,,,,,,
693,,1,21,ToolButton25,Genişlik Ayarı,,,,,,,,,,,,,
694,,1,21,ToolButton26,ToolButton26,,,,,,,,,,,,,
695,,1,21,yenile,Yenile,,,,,,,,,,,,,
696,,1,21,butyeni,Yeni Kullanıcı,,True,,,,,,,,,,,
697,,1,21,butcik,Çıkış - ESC,,,,,,,,,,,,,
698,,1,21,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
699,,1,21,bt_yetki,Yetkiler,,True,,,,,,,,,,,
700,,1,21,BilgiDeitir1,Yeni Kullanıcı,,True,,,,,,,,,,,
701,,1,21,Asarm1,Bilgi İncele,,,,,,,,,,,,,
702,,1,21,BilgiDeitir2,Bilgi Değiştir,,True,,,,,,,,,,,
703,,1,21,N1,-,,,,,,,,,,,,,
704,,1,21,Sil1,Sil,,True,,,,,,,,,,,
705,,1,21,k1,Çıkış,,,,,,,,,,,,,
706,,1,22,cxButton6,Çıkış,,,,,,,,,,,,,
707,,1,22,cxButton2,Tamam,,True,,,,,,,,,,,
708,,1,22,cxLabel1,Adı,,,,,,,,,,,,,
709,,1,22,cxLabel14,Kodu,,,,,,,,,,,,,
710,,1,22,cxLabel32,Adres 1,,,,,,,,,,,,,
711,,1,22,cxLabel33,Adres 2,,,,,,,,,,,,,
712,,1,22,cxLabel4,Otomasyon 1,,,,,,,,,,,,,
713,,1,22,cxLabel5,,,,,,,,,,,,,,
714,,1,22,cxLabel7,Vade Farkı,,,,,,,,,,,,,
715,,1,22,cxLabel24,P.H. Vardiya Açık - Fazla,,,,,,,,,,,,,
716,,1,22,cxLabel3,Market Depo,,,,,,,,,,,,,
717,,1,22,finkas,P.H. Vardiya Kasa,,,,,,,,,,,,,
718,,1,22,cxLabel8,B/A Dekont (Cari),,,,,,,,,,,,,
719,,1,22,cxLabel9,Harici İşlem (Stok),,,,,,,,,,,,,
720,,1,22,cxLabel10,Yeni Cari Kart Grubu,,,,,,,,,,,,,
721,,1,22,cxLabel11,Market Vardiya Kasa,,,,,,,,,,,,,
722,,1,22,cxLabel12,P.H. Kapanış Seçimi,,,,,,,,,,,,,
723,,1,22,cxLabel17,Sistem Ana Kasa,,,,,,,,,,,,,
724,,1,22,cxLabel21,Market Satış Gider Kartı,,,,,,,,,,,,,
725,,1,22,cxLabel22,İskonto Gider Kartı,,,,,,,,,,,,,
726,,1,22,cxLabel23,Çek Masraf Gider Kartı,,,,,,,,,,,,,
727,,1,22,cxLabel26,Market Satış ParaBrm.,,,,,,,,,,,,,
728,,1,22,cxLabel29,Market Yağ Grubu,,,,,,,,,,,,,
729,,1,22,cxLabel31,Mar. Vardiya Açık - Fazla,,,,,,,,,,,,,
730,,1,22,cxLabel34,Sayım Otomasyon Tipi,,,,,,,,,,,,,
731,,1,22,cxLabel25,Broadcast Adress,,,,,,,,,,,,,
732,,1,22,cxLabel2,Uyarı Sistemi,,,,,,,,,,,,,
733,,1,22,cxLabel13,Vardiya Yap. İşlem Kapanış Tarihine Ata,,,,,,,,,,,,,
734,,1,22,cxLabel15,Vardiya Teslimatı Kasaya Tek Satır Yazılsın,,,,,,,,,,,,,
735,,1,22,cxLabel16,P.H Vardiya Mail Gönder,,,,,,,,,,,,,
736,,1,22,cxLabel18,Market Vardiya Mail Gönder,,,,,,,,,,,,,
737,,1,22,cxLabel19,Alış - Satış Fiyat Kontrolu,,,,,,,,,,,,,
738,,1,22,cxLabel20,Alış - Satış Kar Yüzdesi Kontrolu,,,,,,,,,,,,,
739,,1,22,cxLabel6,Market Satış Stok Uyarı Sesi,,,,,,,,,,,,,
740,,1,22,cxLabel27,Market Satış Eksi Stok Satış,,,,,,,,,,,,,
741,,1,22,cxlabel30,Print Renk,,,,,,,,,,,,,
742,,1,22,cxLabel28,Pompacı Vardiya Özet,,,,,,,,,,,,,
743,,1,22,cxLabel35,Kdv Tipi,,,,,,,,,,,,,
744,,1,22,cxLabel36,Satır İskontosu,,,,,,,,,,,,,
745,,1,22,cxLabel37,Genel İskonto,,,,,,,,,,,,,
746,,1,22,cxLabel38,Gider Maliyet,,,,,,,,,,,,,
747,,1,23,cxButton6,Çıkış,,,,,,,,,,,,,
748,,1,23,butyeni,Rapor Ekle,,,,,,,,,,,,,
749,,1,23,tasarimbtn,Tasarım,,,,,,,,,,,,,
750,,1,23,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
751,,1,23,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
752,,1,23,tbtnPrint,Print,,,,,,,,,,,,,
753,,1,23,tbtnDesigner,Dizayn,,,,,,,,,,,,,
754,,1,23,ToolButton6,Excel,,,,,,,,,,,,,
755,,1,23,ToolButton7,Grup Kapa,,,,,,,,,,,,,
756,,1,23,tool_grup_kapat,Grup Kapa,,,,,,,,,,,,,
757,,1,23,tool_grup_ac,Grup Aç,,,,,,,,,,,,,
758,,1,23,ToolButton10,ToolButton4,,,,,,,,,,,,,
759,,1,23,ToolButton4,Başlangıç Ayarı,,,,,,,,,,,,,
760,,1,23,ToolButton2,Genişlik Ayarı,,,,,,,,,,,,,
761,,1,23,ToolButton3,Ok,,,,,,,,,,,,,
762,,1,23,ToolButton1,Yenile,,,,,,,,,,,,,
763,,1,23,YeniRaporEkle1,Yeni Rapor Ekle,,True,,,,,,,,,,,
764,,1,23,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
765,,1,23,Asarm1,Tasarım,,True,,,,,,,,,,,
766,,1,23,N1,-,,,,,,,,,,,,,
767,,1,23,Sil1,Rapor Sil,,True,,,,,,,,,,,
768,,1,23,k1,Çıkış,,,,,,,,,,,,,
769,,3,24,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
770,,3,24,butyeni,Yeni Fatura,,True,,,,,,,,,,,
771,,3,24,cxButton11,Çıkış,,,,,,,,,,,,,
772,,3,24,cxButton3,Toplu Faturalama,,True,,,,,,,,,,,
773,,3,24,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
774,,3,24,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
775,,3,24,tbtnPrint,Print,,,,,,,,,,,,,
776,,3,24,tbtnDesigner,Dizayn,,,,,,,,,,,,,
777,,3,24,ToolButton6,Excel,,,,,,,,,,,,,
778,,3,24,ToolButton7,Grup Kapa,,,,,,,,,,,,,
779,,3,24,ToolButton8,Grup Kapa,,,,,,,,,,,,,
780,,3,24,ToolButton9,Grup Aç,,,,,,,,,,,,,
781,,3,24,ToolButton10,ToolButton4,,,,,,,,,,,,,
782,,3,24,ToolButton5,Başlangıç Ayarı,,,,,,,,,,,,,
783,,3,24,ToolButton11,Genişlik Ayarı,,,,,,,,,,,,,
784,,3,24,ToolButton12,ToolButton12,,,,,,,,,,,,,
785,,3,24,ToolButton13,Yenile,,,,,,,,,,,,,
786,,3,24,cxLabel12,Başlangıç Tarihi,,,,,,,,,,,,,
787,,3,24,cxButton10,Ara,,,,,,,,,,,,,
788,,3,24,cxLabel1,Bitiş Tarihi,,,,,,,,,,,,,
789,,3,24,ToolButton1,Grup Kapa,,,,,,,,,,,,,
790,,3,24,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
791,,3,24,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
792,,3,24,ToolButton4,ToolButton4,,,,,,,,,,,,,
793,,3,24,YaniTank1,Yeni Fatura,,True,,,,,,,,,,,
794,,3,24,HareketDkm1,Toplu Fatura,,True,,,,,,,,,,,
795,,3,24,butinceClick,Bilgi İncele,,,,,,,,,,,,,
796,,3,24,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
797,,3,24,N1,-,,,,,,,,,,,,,
798,,3,24,SeiliFaturayYazdr1,Seçili Faturayı Yazdır,,,,,,,,,,,,,
799,,3,24,SeiliFaturayaBalFileriYazdr1,Seçili Faturaya Bağlı Fişler,,,,,,,,,,,,,
800,,3,24,N2,-,,,,,,,,,,,,,
801,,3,24,ankSil1,Fatura Sil,,True,,,,,,,,,,,
802,,3,24,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
803,,3,25,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
804,,3,25,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
805,,3,25,tbtnPrint,Print,,,,,,,,,,,,,
806,,3,25,tbtnDesigner,Dizayn,,,,,,,,,,,,,
807,,3,25,ToolButton6,Excel,,,,,,,,,,,,,
808,,3,25,ToolButton7,Grup Kapa,,,,,,,,,,,,,
809,,3,25,ToolButton8,Grup Kapa,,,,,,,,,,,,,
810,,3,25,ToolButton9,Grup Aç,,,,,,,,,,,,,
811,,3,25,ToolButton10,ToolButton4,,,,,,,,,,,,,
812,,3,25,ToolButton5,Başlangıç Ayarı,,,,,,,,,,,,,
813,,3,25,ToolButton11,Genişlik Ayarı,,,,,,,,,,,,,
814,,3,25,ToolButton12,ToolButton12,,,,,,,,,,,,,
815,,3,25,ToolButton13,Yenile,,,,,,,,,,,,,
816,,3,25,cxLabel12,Başlangıç Tarihi,,,,,,,,,,,,,
817,,3,25,cxButton10,Ara,,,,,,,,,,,,,
818,,3,25,cxLabel1,Bitiş Tarihi,,,,,,,,,,,,,
819,,3,25,ToolButton2,Grup Ekle,,,,,,,,,,,,,
820,,3,25,ToolButton3,Grup Sil,,True,,,,,,,,,,,
821,,3,25,ToolButton1,Grup Kapa,,,,,,,,,,,,,
822,,3,25,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
823,,3,25,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
824,,3,25,ToolButton4,ToolButton4,,,,,,,,,,,,,
825,,3,25,cxButton1,Bilgi Değiştir,,True,,,,,,,,,,,
826,,3,25,cxButton14,Yeni İrsaliye,,True,,,,,,,,,,,
827,,3,25,cxButton11,Çıkış,,,,,,,,,,,,,
828,,3,25,YaniTank1,Yeni İrsaliye,,True,,,,,,,,,,,
829,,3,25,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
830,,3,25,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
831,,3,25,N1,-,,,,,,,,,,,,,
832,,3,25,ankSil1,İrsaliye Sil,,True,,,,,,,,,,,
833,,3,25,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
834,,3,26,cxButton14,Alınan Sipariş,,True,,,,,,,,,,,
835,,3,26,cxButton11,Çıkış,,,,,,,,,,,,,
836,,3,26,cxButton2,Verilen Sipariş,,True,,,,,,,,,,,
837,,3,26,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
838,,3,26,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
839,,3,26,tbtnPrint,Print,,,,,,,,,,,,,
840,,3,26,tbtnDesigner,Dizayn,,,,,,,,,,,,,
841,,3,26,ToolButton6,Excel,,,,,,,,,,,,,
842,,3,26,ToolButton7,Grup Kapa,,,,,,,,,,,,,
843,,3,26,ToolButton8,Grup Kapa,,,,,,,,,,,,,
844,,3,26,ToolButton9,Grup Aç,,,,,,,,,,,,,
845,,3,26,ToolButton10,ToolButton4,,,,,,,,,,,,,
846,,3,26,ToolButton5,Başlangıç Ayarı,,,,,,,,,,,,,
847,,3,26,ToolButton11,Genişlik Ayarı,,,,,,,,,,,,,
848,,3,26,ToolButton12,ToolButton12,,,,,,,,,,,,,
849,,3,26,ToolButton13,Yenile,,,,,,,,,,,,,
850,,3,26,cxLabel12,Başlangıç Tarihi,,,,,,,,,,,,,
851,,3,26,cxButton10,Ara,,,,,,,,,,,,,
852,,3,26,cxLabel1,Bitiş Tarihi,,,,,,,,,,,,,
853,,3,26,ToolButton2,Grup Ekle,,,,,,,,,,,,,
854,,3,26,ToolButton3,Grup Sil,,True,,,,,,,,,,,
855,,3,26,ToolButton1,Grup Kapa,,,,,,,,,,,,,
856,,3,26,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
857,,3,26,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
858,,3,26,ToolButton4,ToolButton4,,,,,,,,,,,,,
859,,3,26,YaniTank1,Alınan Sipariş,,True,,,,,,,,,,,
860,,3,26,HareketDkm1,Verilen Sipariş,,True,,,,,,,,,,,
861,,3,26,N2,-,,,,,,,,,,,,,
862,,3,26,FAtura1,Bilgi İncele,,,,,,,,,,,,,
863,,3,26,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
864,,3,26,N1,-,,,,,,,,,,,,,
865,,3,26,ankSil1,Sipariş Sil,,True,,,,,,,,,,,
866,,3,26,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
867,,3,27,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
868,,3,27,tbtnPrint,Print,,,,,,,,,,,,,
869,,3,27,ToolButton6,Excel,,,,,,,,,,,,,
870,,3,27,ToolButton7,Grup Kapa,,,,,,,,,,,,,
871,,3,27,ToolButton8,Grup Kapa,,,,,,,,,,,,,
872,,3,27,ToolButton9,Grup Aç,,,,,,,,,,,,,
873,,3,27,ToolButton10,ToolButton4,,,,,,,,,,,,,
874,,3,27,ToolButton5,Başlangıç Ayarı,,,,,,,,,,,,,
875,,3,27,ToolButton11,Genişlik Ayarı,,,,,,,,,,,,,
876,,3,27,ToolButton12,ToolButton12,,,,,,,,,,,,,
877,,3,27,ToolButton13,Yenile,,,,,,,,,,,,,
878,,3,27,cxButton10,Ara,,,,,,,,,,,,,
879,,3,27,cxLabel25,Plaka,,,,,,,,,,,,,
880,,3,27,cxButton8,Alacak Fişi,,True,,,,,,,,,,,
881,,3,27,cxButton11,Çıkış,,,,,,,,,,,,,
882,,3,27,cxButton2,Veresiye Fişi,,True,,,,,,,,,,,
883,,3,27,butince,Veresiye Fatura,,True,,,,,,,,,,,
884,,3,27,cxButton3,Toplu Faturalama,,True,,,,,,,,,,,
885,,3,27,cxButton4,Yeni Fiyat Uygula,,True,,,,,,,,,,,
886,,3,27,cxButton5,Fişlere Vade Farkı,,True,,,,,,,,,,,
887,,3,27,cxButton6,Cariye Fiş Aktar,,True,,,,,,,,,,,
888,,3,27,YaniTank1,Veresiye Fişi,,True,,,,,,,,,,,
889,,3,27,HareketDkm1,Alacak Fişi,,True,,,,,,,,,,,
890,,3,27,VeresiyeFAtura1,Veresiye Fatura,,True,,,,,,,,,,,
891,,3,27,opluFAtura1,Toplu Fatura,,True,,,,,,,,,,,
892,,3,27,YeniFiyatUygula1,Yeni Fiyat Uygula,,True,,,,,,,,,,,
893,,3,27,FilereVadeUygula1,Fişlere Vade Uygula,,True,,,,,,,,,,,
894,,3,27,CariyeFiAktar1,Cariye Fiş Aktar,,True,,,,,,,,,,,
895,,3,27,N1,-,,,,,,,,,,,,,
896,,3,27,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
897,,3,27,FAtura1,Bilgi Değiştir,,True,,,,,,,,,,,
898,,3,27,N2,-,,,,,,,,,,,,,
899,,3,27,PlakaMiktarRaporu1,Plaka Miktar Raporu,,,,,,,,,,,,,
900,,3,27,N3,-,,,,,,,,,,,,,
901,,3,27,ankSil1,Fiş Sil,,True,,,,,,,,,,,
902,,3,27,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
903,,3,28,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
904,,3,28,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
905,,3,28,tbtnPrint,Print,,,,,,,,,,,,,
906,,3,28,tbtnDesigner,Dizayn,,,,,,,,,,,,,
907,,3,28,ToolButton6,Excel,,,,,,,,,,,,,
908,,3,28,ToolButton7,Grup Kapa,,,,,,,,,,,,,
909,,3,28,ToolButton8,Grup Kapa,,,,,,,,,,,,,
910,,3,28,ToolButton9,Grup Aç,,,,,,,,,,,,,
911,,3,28,ToolButton10,ToolButton4,,,,,,,,,,,,,
912,,3,28,ToolButton5,Başlangıç Ayarı,,,,,,,,,,,,,
913,,3,28,ToolButton11,Genişlik Ayarı,,,,,,,,,,,,,
914,,3,28,ToolButton12,ToolButton12,,,,,,,,,,,,,
915,,3,28,ToolButton13,Yenile,,,,,,,,,,,,,
916,,3,28,cxButton10,Ara,,,,,,,,,,,,,
917,,3,28,cxLabel1,Depo Türü,,,,,,,,,,,,,
918,,3,28,cxLabel2,Depo Adı,,,,,,,,,,,,,
919,,3,28,cxButton11,Çıkış,,,,,,,,,,,,,
920,,3,28,butharis,Harici İşlem,,True,,,,,,,,,,,
921,,3,28,cxButton3,Tank Transfer,,True,,,,,,,,,,,
922,,3,28,cxButton4,Ölçüm - Fire,,True,,,,,,,,,,,
923,,3,28,cxButton1,Toplu Depo Transferi,,True,,,,,,,,,,,
924,,3,29,cxLabel12,Başlangıç- Bitiş Tarihi,,,,,,,,,,,,,
925,,3,29,cxButton10,Ara,,,,,,,,,,,,,
926,,3,29,cxLabel1,Tablo Adı,,,,,,,,,,,,,
927,,3,29,cxLabel2,Kullanıcı,,,,,,,,,,,,,
928,,3,29,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
929,,3,29,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
930,,3,29,tbtnPrint,Print,,,,,,,,,,,,,
931,,3,29,tbtnDesigner,Dizayn,,,,,,,,,,,,,
932,,3,29,ToolButton6,Excel,,,,,,,,,,,,,
933,,3,29,ToolButton7,Grup Kapa,,,,,,,,,,,,,
934,,3,29,ToolButton8,Grup Kapa,,,,,,,,,,,,,
