id,firmano,bolumid,frmid,kont,konttr,konten,yetkialan,sfirmano,havuz,deguser,degtarsaat,olususer,olustarsaat,anafrmid,fat_fis_kont_id,Modul,kont_menu,Rap_id
935,,3,29,ToolButton9,Grup Aç,,,,,,,,,,,,,
936,,3,29,ToolButton2,Başlangıç Ayarı,,,,,,,,,,,,,
937,,3,29,ToolButton3,Genişlik Ayarı,,,,,,,,,,,,,
938,,3,29,ToolButton10,ToolButton4,,,,,,,,,,,,,
939,,3,29,yenile,Yenile,,,,,,,,,,,,,
940,,4,30,cxButton11,Çıkış,,,,,,,,,,,,,
941,,4,30,cxButton2,Veresiye Fişi,,True,,,,,,,,,,,
942,,4,30,cxButton6,Vardiya Fiş Aktar,,True,,,,,,,,,,,
943,,4,30,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
944,,4,30,tbtnPrint,Print,,,,,,,,,,,,,
945,,4,30,ToolButton6,Excel,,,,,,,,,,,,,
946,,4,30,ToolButton7,Grup Kapa,,,,,,,,,,,,,
947,,4,30,ToolButton8,Grup Kapa,,,,,,,,,,,,,
948,,4,30,ToolButton9,Grup Aç,,,,,,,,,,,,,
949,,4,30,ToolButton10,ToolButton4,,,,,,,,,,,,,
950,,4,30,ToolButton5,Başlangıç Ayarı,,,,,,,,,,,,,
951,,4,30,ToolButton11,Genişlik Ayarı,,,,,,,,,,,,,
952,,4,30,ToolButton12,ToolButton12,,,,,,,,,,,,,
953,,4,30,ToolButton13,Yenile,,,,,,,,,,,,,
954,,4,30,cxButton10,Ara,,,,,,,,,,,,,
955,,4,30,cxLabel25,Plaka,,,,,,,,,,,,,
956,,4,30,YaniTank1,Veresiye Fişi,,True,,,,,,,,,,,
957,,4,30,N4,-,,,,,,,,,,,,,
958,,4,30,CariyeFiAktar1,Cariye Fiş Aktar,,True,,,,,,,,,,,
959,,4,30,N1,-,,,,,,,,,,,,,
960,,4,30,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
961,,4,30,FAtura1,Bilgi Değiştir,,True,,,,,,,,,,,
962,,4,30,N2,-,,,,,,,,,,,,,
963,,4,30,PlakaMiktarRaporu1,Plaka Miktar Raporu,,True,,,,,,,,,,,
964,,4,30,N3,-,,,,,,,,,,,,,
965,,4,30,ankSil1,Fiş Sil,,True,,,,,,,,,,,
966,,4,30,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
967,,5,31,butyenvar,Yeni Vardiya,,True,,,,,,,,,,,
968,,5,31,btnnaktes,Nakit Teslimat,,True,,,,,,,,,,,
969,,5,31,btnvadikapat,Vardiya Kapat,,True,,,,,,,,,,,
970,,5,31,btnfinans,Finans,,True,,,,,,,,,,,
971,,5,31,butcik,Çıkış,,,,,,,,,,,,,
972,,5,31,btnsatisiade,Satış / İade,,True,,,,,,,,,,,
973,,5,31,btnsathrk,Satış  Hareketleri,,True,,,,,,,,,,,
974,,5,31,varraporbtn,Vardiya Raporu,,True,,,,,,,,,,,
975,,5,31,cxButton1,Y. K. Bilgi Çek,,True,,,,,,,,,,,
976,,5,31,cxButton3,Pos Satışları,,True,,,,,,,,,,,
977,,5,31,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
978,,5,31,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
979,,5,31,tbtnPrint,Print,,,,,,,,,,,,,
980,,5,31,tbtnDesigner,Dizayn,,,,,,,,,,,,,
981,,5,31,ToolButton6,Excel,,,,,,,,,,,,,
982,,5,31,ToolButton7,Grup Kapa,,,,,,,,,,,,,
983,,5,31,ToolButton8,Grup Kapa,,,,,,,,,,,,,
984,,5,31,ToolButton9,Grup Aç,,,,,,,,,,,,,
985,,5,31,ToolButton10,ToolButton4,,,,,,,,,,,,,
986,,5,31,ToolButton4,Başlangıç Ayarı,,,,,,,,,,,,,
987,,5,31,ToolButton1,Genişlik Ayarı,,,,,,,,,,,,,
988,,5,31,yenile,Yenile,,,,,,,,,,,,,
989,,5,31,ToolButton3,Ok,,True,,,,,,,,,,,
990,,5,31,ToolButton2,Vardiya Rapor Seçimi,,True,,,,,,,,,,,
991,,5,31,cxLabel12,Baş - Bit. Tarihi,,,,,,,,,,,,,
992,,5,31,cxButton10,Ara,,,,,,,,,,,,,
993,,5,31,YeniVardiya,Yeni Vardiya,,True,,,,,,,,,,,
994,,5,31,Vardiyaacbilgi,Vardiya Açılış Bilgileri,,True,,,,,,,,,,,
995,,5,31,N3,-,,,,,,,,,,,,,
996,,5,31,Sharp4995t1,Sharp ER495T,,True,,,,,,,,,,,
997,,5,31,shStokGnder,Stok Gönder,,True,,,,,,,,,,,
998,,5,31,shSatAl,Satış Al,,True,,,,,,,,,,,
999,,5,31,Olivetti0001,Olivetti 7000,,True,,,,,,,,,,,
1000,,5,31,olStokGnder,Stok Gönder,,True,,,,,,,,,,,
1001,,5,31,olSatAl,Satış Al,,True,,,,,,,,,,,
1002,,5,31,HuginER425TX1,Hugin ER-425TX,,True,,,,,,,,,,,
1003,,5,31,StokGnder1,Stok Gönder,,True,,,,,,,,,,,
1004,,5,31,SatAl1,Satış Al,,True,,,,,,,,,,,
1005,,5,31,IbmGenius1,IBM Genius,,True,,,,,,,,,,,
1006,,5,31,StokGnder2,Stok Gönder,,True,,,,,,,,,,,
1007,,5,31,SatAl2,Satış Al,,True,,,,,,,,,,,
1008,,5,31,N4,-,,,,,,,,,,,,,
1009,,5,31,mnsatisiade,Satış / İade,,True,,,,,,,,,,,
1010,,5,31,mnsatishrk,Satış Hareketleri,,True,,,,,,,,,,,
1011,,5,31,mnnaktes,Nakit Teslimat,,True,,,,,,,,,,,
1012,,5,31,mnFinans,Finans,,True,,,,,,,,,,,
1013,,5,31,mnVardiyakapat,Vardiya Kapat,,True,,,,,,,,,,,
1014,,5,31,N2,-,,,,,,,,,,,,,
1015,,5,31,mnVardiyaGer,Vardiya Geri Al,,True,,,,,,,,,,,
1016,,5,31,mnVardiyaSil,Vardiya Sil,,True,,,,,,,,,,,
1017,,5,31,N1,-,,,,,,,,,,,,,
1018,,5,31,Vardi1,Silinmiş Vardiyaları Göster,,True,,,,,,,,,,,
1019,,5,32,cxLabel4,Barkod,,,,,,,,,,,,,
1020,,5,32,cxLabel5,Ürün Kod / Ad,,,,,,,,,,,,,
1021,,5,32,cxLabel6,Miktar,,True,,,,,,,,,,,
1022,,5,32,cxButton9,Fiyat Gör,,True,,,,,,,,,,,
1023,,5,32,satiade,İade,,True,,,,,,,,,,,
1024,,5,32,cxLabel2,Para Birimi,,True,,,,,,,,,,,
1025,,5,32,cxLabel3,Depo Miktar,,True,,,,,,,,,,,
1026,,5,32,cxLabel1,SATIŞ İŞLEMİ,,,,,,,,,,,,,
1027,,5,32,cxLabel7,F8,,True,,,,,,,,,,,
1028,,5,32,cxButton1,Çıkış,,,,,,,,,,,,,
1029,,5,32,cxButton2,F2 Nakit,,,,,,,,,,,,,
1030,,5,32,btn_satir_sil,Satır Sil,,True,,,,,,,,,,,
1031,,5,32,cxButton4,F9 İndirim,,True,,,,,,,,,,,
1032,,5,32,cxButton5,F5 Gider,,True,,,,,,,,,,,
1033,,5,32,cxButton6,F3 Pos,,True,,,,,,,,,,,
1034,,5,32,cxButton7,F6 Veresiye,,True,,,,,,,,,,,
1035,,5,32,cxButton8,Döviz,,True,,,,,,,,,,,
1036,,5,33,butyenvar,Yeni Sayım,,True,,,,,,,,,,,
1037,,5,33,cxButton7,El Terminali,,True,,,,,,,,,,,
1038,,5,33,cxButton8,Sayım Onayla,,True,,,,,,,,,,,
1039,,5,33,butcik,Çıkış - ESC,,,,,,,,,,,,,
1040,,5,33,cxButton5,Sayımı Başlat,,True,,,,,,,,,,,
1041,,5,33,buthrk,Sayım Hareketleri,,True,,,,,,,,,,,
1042,,5,33,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
1043,,5,33,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
1044,,5,33,tbtnPrint,Print,,,,,,,,,,,,,
1045,,5,33,tbtnDesigner,Dizayn,,,,,,,,,,,,,
1046,,5,33,ToolButton6,Excel,,,,,,,,,,,,,
1047,,5,33,ToolButton7,Grup Kapa,,,,,,,,,,,,,
1048,,5,33,ToolButton8,Grup Kapa,,,,,,,,,,,,,
1049,,5,33,ToolButton9,Grup Aç,,,,,,,,,,,,,
1050,,5,33,ToolButton10,ToolButton4,,,,,,,,,,,,,
1051,,5,33,ToolButton4,Başlangıç Ayarı,,,,,,,,,,,,,
1052,,5,33,ToolButton1,Genişlik Ayarı,,,,,,,,,,,,,
1053,,5,33,yenile,Yenile,,,,,,,,,,,,,
1054,,5,33,ToolButton3,Ok,,,,,,,,,,,,,
1055,,5,33,YeniVardiya1,Yeni Sayım - F2,,True,,,,,,,,,,,
1056,,5,33,SaymAlBilgileri1,Sayım Açılış Bilgileri,,True,,,,,,,,,,,
1057,,5,33,N3,-,,,,,,,,,,,,,
1058,,5,33,SayalSat1,Sayımı Başlat,,True,,,,,,,,,,,
1059,,5,33,VeresiyeFi1,Sayım Hareketleri,,True,,,,,,,,,,,
1060,,5,33,PosSatlar1,El Termimal İşlemleri,,True,,,,,,,,,,,
1061,,5,33,StoklarGnder1,Stokları Gönder,,True,,,,,,,,,,,
1062,,5,33,StoklarAl1,Stokları Al,,True,,,,,,,,,,,
1063,,5,33,HaberlemeTesti1,Haberleşme Testi,,True,,,,,,,,,,,
1064,,5,33,anmlar1,Tanımlar,,True,,,,,,,,,,,
1065,,5,33,NakitTeslimat1,Sayım Onayla,,True,,,,,,,,,,,
1066,,5,33,N2,-,,,,,,,,,,,,,
1067,,5,33,VaridyaGeriAl1,Sayım Onayını Kaldır,,True,,,,,,,,,,,
1068,,5,33,VardiyaSil1,Sayım Sil,,True,,,,,,,,,,,
1069,,5,33,N1,-,,,,,,,,,,,,,
1070,,5,33,Vardi1,Silinmiş Sayımları Göster,,True,,,,,,,,,,,
1071,,5,33,k1,Çıkış,,,,,,,,,,,,,
1072,,6,34,cxButton1,Cari Virman,,True,,,,,,,,,,CariVirman1,
1073,,6,34,butcik,Çıkış - ESC,,,,,,,,,,,,,
1074,,6,34,cxButton9,Nakit İşlemleri,,True,,,,,,,,,,,
1075,,6,34,cxButton6,Pos İşlemleri,,True,,,,,,,,,,,
1076,,6,34,cxButton2,Çek - Senet,,True,,,,,,,,,,,
1077,,6,34,cxButton3,Banka,,True,,,,,,,,,,,
1078,,6,34,cxButton4,Kart İle Ödeme,,True,,,,,,,,,,,
1079,,6,34,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
1080,,6,34,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
1081,,6,34,tbtnPrint,Print,,,,,,,,,,,,,
1082,,6,34,tbtnDesigner,Dizayn,,,,,,,,,,,,,
1083,,6,34,ToolButton6,Excel,,,,,,,,,,,,,
1084,,6,34,ToolButton7,Grup Kapa,,,,,,,,,,,,,
1085,,6,34,ToolButton8,Grup Kapa,,,,,,,,,,,,,
1086,,6,34,ToolButton9,Grup Aç,,,,,,,,,,,,,
1087,,6,34,ToolButton10,ToolButton4,,,,,,,,,,,,,
1088,,6,34,ToolButton1,Başlangıç Ayarı,,,,,,,,,,,,,
1089,,6,34,ToolButton2,Genişlik Ayarı,,,,,,,,,,,,,
1090,,6,34,ToolButton3,Yenile,,,,,,,,,,,,,
1091,,6,34,cxLabel12,Başlangıç Tarihi,,,,,,,,,,,,,
1092,,6,34,ara,Ara,,,,,,,,,,,,,
1093,,6,34,cxLabel1,Bitiş Tarihi,,,,,,,,,,,,,
1094,,6,34,deme1,Nakit İşlem,,True,,,,,,,,,,,
1095,,6,34,ahsilat1,Pos İşlem,,True,,,,,,,,,,,
1096,,6,34,BankaCarilem1,Kart İşlem,,True,,,,,,,,,,,
1097,,6,34,ekSenet1,Çek - Senet,,True,,,,,,,,,,,
1098,,6,34,Bankalem1,Banka İşlem,,True,,,,,,,,,,,
1099,,6,34,cxButton5,Banka Virman,,True,,,,,,,,,,BankaVirmanGiris1,
1100,,6,34,N2,-,,,,,,,,,,,,,
1101,,6,34,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
1102,,6,34,BilgiDegmn,Bilgi Değiştir,,True,,,,,,,,,,,
1103,,6,34,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1104,,6,34,N1,-,,,,,,,,,,,,,
1105,,6,34,Vardi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1106,,6,35,ToolButton2,Kasa Ekle,,,,,,,,,,,,,
1107,,6,35,ToolButton5,Kasa Düzelt,,,,,,,,,,,,,
1108,,6,35,ToolButton3,Kasa Sil,,True,,,,,,,,,,,
1109,,6,35,ToolButton1,Grup Kapa,,,,,,,,,,,,,
1110,,6,35,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
1111,,6,35,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
1112,,6,35,ToolButton4,ToolButton4,,,,,,,,,,,,,
1113,,6,35,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
1114,,6,35,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
1115,,6,35,tbtnPrint,Print,,,,,,,,,,,,,
1116,,6,35,tbtnDesigner,Dizayn,,,,,,,,,,,,,
1117,,6,35,ToolButton6,Excel,,,,,,,,,,,,,
1118,,6,35,ToolButton7,Grup Kapa,,,,,,,,,,,,,
1119,,6,35,ToolButton11,Başlangıç Ayarı,,,,,,,,,,,,,
1120,,6,35,ToolButton12,Genişlik Ayarı,,,,,,,,,,,,,
1121,,6,35,ToolButton13,Yenile,,,,,,,,,,,,,
1122,,6,35,cxLabel12,Başlangıç Tarihi,,,,,,,,,,,,,
1123,,6,35,ara,Ara,,,,,,,,,,,,,
1124,,6,35,cxLabel1,Bitiş Tarihi,,,,,,,,,,,,,
1125,,6,35,btnhrk,Kasa Hareketleri,,True,,,,,,,,,,,
1126,,6,35,cxButton11,Çıkış,,,,,,,,,,,,,
1127,,6,35,cxButton6,Kasa Tanım,,True,,,,,,,,,,,
1128,,6,35,cxButton2,Kasa Aç,,True,,,,,,,,,,,
1129,,6,36,cxLabel12,Başlangıç Tarihi,,,,,,,,,,,,,
1130,,6,36,ara,Ara,,,,,,,,,,,,,
1131,,6,36,cxLabel1,Bitiş Tarihi,,,,,,,,,,,,,
1132,,6,36,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
1133,,6,36,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
1134,,6,36,tbtnPrint,Print,,,,,,,,,,,,,
1135,,6,36,tbtnDesigner,Dizayn,,,,,,,,,,,,,
1136,,6,36,ToolButton6,Excel,,,,,,,,,,,,,
1137,,6,36,ToolButton7,Grup Kapa,,,,,,,,,,,,,
1138,,6,36,ToolButton8,Grup Kapa,,,,,,,,,,,,,
1139,,6,36,ToolButton9,Grup Aç,,,,,,,,,,,,,
1140,,6,36,ToolButton10,ToolButton4,,,,,,,,,,,,,
1141,,6,36,ToolButton11,Başlangıç Ayarı,,,,,,,,,,,,,
1142,,6,36,ToolButton12,Genişlik Ayarı,,,,,,,,,,,,,
1143,,6,36,ToolButton13,Grup Sil,,True,,,,,,,,,,,
1144,,6,36,ToolButton14,Yenile,,,,,,,,,,,,,
1145,,6,36,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
1146,,6,36,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
1147,,6,36,ToolButton4,ToolButton4,,,,,,,,,,,,,
1148,,6,36,ToolButton1,Yenile,,,,,,,,,,,,,
1149,,6,36,cxButton11,Çıkış,,,,,,,,,,,,,
1150,,6,36,cxButton4,Banka Virman,,True,,,,,,,,,,,
1151,,6,36,cxButton5,Bankadan Döviz Al / Sat,,True,,,,,,,,,,,
1152,,6,36,cxButton3,Havale / EFT,,True,,,,,,,,,,,
1153,,6,36,cxButton1,Yatan / Çekilen,,True,,,,,,,,,,,
1154,,6,36,YaniTank1,Gelen Havale / EFT,,True,,,,,,,,,,,
1155,,6,36,HareketDkm1,Giden Havale / EFT,,True,,,,,,,,,,,
1156,,6,36,N2,Bankaya Yatan,,True,,,,,,,,,,,
1157,,6,36,BekleyenSliler1,Bankadan Çekilen,,True,,,,,,,,,,,
1158,,6,36,HesabaAktarlmSlipler1,Banka Virman,,True,,,,,,,,,,,
1159,,6,36,HesabaAktarmSrasndaBlnmiSlipler1,Bankadan Döviz Alış,,True,,,,,,,,,,,
1160,,6,36,BankadanDvizSat1,Bankadan Döviz Satış,,True,,,,,,,,,,,
1161,,6,36,N3,-,,,,,,,,,,,,,
1162,,6,36,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
1163,,6,36,BilgiDegmn,Bilgi Değiştir,,True,,,,,,,,,,,
1164,,6,36,N4,-,,,,,,,,,,,,,
1165,,6,36,ankSil1,Sil,,True,,,,,,,,,,,
1166,,6,36,silgos1,Silinmişleri Göster,,True,,,,,,,,,,,
1167,,6,37,tbtnFullCollapse,Grup Kapa,,,,,,,,,,,,,
1168,,6,37,tbtnFullExpand,Grup Aç,,,,,,,,,,,,,
1169,,6,37,ToolButton4,ToolButton4,,,,,,,,,,,,,
1170,,6,37,ToolButton1,Yenile,,,,,,,,,,,,,
1171,,6,37,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
1172,,6,37,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
1173,,6,37,tbtnPrint,Print,,,,,,,,,,,,,
1174,,6,37,tbtnDesigner,Dizayn,,,,,,,,,,,,,
1175,,6,37,ToolButton6,Excel,,,,,,,,,,,,,
1176,,6,37,ToolButton7,Grup Kapa,,,,,,,,,,,,,
1177,,6,37,ToolButton8,Grup Kapa,,,,,,,,,,,,,
1178,,6,37,ToolButton9,Grup Aç,,,,,,,,,,,,,
1179,,6,37,ToolButton10,ToolButton4,,,,,,,,,,,,,
1180,,6,37,ToolButton2,Başlangıç Ayarı,,,,,,,,,,,,,
1181,,6,37,ToolButton3,Genişlik Ayarı,,,,,,,,,,,,,
1182,,6,37,ToolButton5,Yenile,,,,,,,,,,,,,
1183,,6,37,ara,Ara,,,,,,,,,,,,,
1184,,6,37,cxButton9,Yeni Slip Girişi,,True,,,,,,,,,,,
1185,,6,37,cxButton6,Hesap Aktar,,True,,,,,,,,,,,
1186,,6,37,butcik,Çıkış - ESC,,,,,,,,,,,,,
1187,,6,37,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,,
1188,,6,37,YaniTank1,Yeni Slip,,True,,,,,,,,,,,
1189,,6,37,HareketDkm1,Hesaba Aktar,,True,,,,,,,,,,,
1190,,6,37,N2,-,,,,,,,,,,,,,
1191,,6,37,BekleyenSlip,Bekleyen Slipler,,True,,,,,,,,,,,
1192,,6,37,HesabaAktarlmSlip,Hesaba Aktarılmış Slipler,,True,,,,,,,,,,,
1193,,6,37,HesabaAktarBlnSlip,Hesaba Aktarım Sırasında Bölünmiş Slipler,,True,,,,,,,,,,,
1194,,6,37,N3,-,,,,,,,,,,,,,
1195,,6,37,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
1196,,6,37,FAtura1,Bilgi Değiştir,,True,,,,,,,,,,,
1197,,6,37,N4,-,,,,,,,,,,,,,
1198,,6,37,Silinm,Sil,,True,,,,,,,,,,,
1199,,6,37,Silinmi1,Silinmişleri Göster,,True,,,,,,,,,,,
1200,,6,38,tbtnPageSetup,Sayfa Ayarı,,,,,,,,,,,,,
1201,,6,38,tbtnPreview,Ön İzleme,,,,,,,,,,,,,
1202,,6,38,tbtnPrint,Print,,,,,,,,,,,,,
1203,,6,38,tbtnDesigner,Dizayn,,,,,,,,,,,,,
1204,,6,38,ToolButton6,Excel,,,,,,,,,,,,,
1205,,6,38,ToolButton7,Grup Kapa,,,,,,,,,,,,,
1206,,6,38,ToolButton8,Grup Kapa,,,,,,,,,,,,,
1207,,6,38,ToolButton9,Grup Aç,,,,,,,,,,,,,
1208,,6,38,ToolButton10,ToolButton4,,,,,,,,,,,,,
1209,,6,38,ToolButton1,Başlangıç Ayarı,,,,,,,,,,,,,
1210,,6,38,ToolButton2,Genişlik Ayarı,,,,,,,,,,,,,
1211,,6,38,ToolButton3,Yenile,,,,,,,,,,,,,
1212,,6,38,ara,Ara,,,,,,,,,,,,,
1213,,6,38,cxButton9,Portföye Çek Girişi,,True,,,,,,,,,,PortfyeekGir,
1214,,6,38,cxButton6,Kesilen Çek,,True,,,,,,,,,,Kesilenek,
1215,,6,38,cxButton1,Çek Hareketleri,,True,,,,,,,,,,,
1216,,6,38,butcik,Çıkış - ESC,,,,,,,,,,,,,
1217,,6,38,cxButton2,Çekleri Cirola,,True,,,,,,,,,,ekleriCirola,
1218,,6,38,cxButton3,Çekleri Takasa Ver,,True,,,,,,,,,,ekleriTakasaVer,
1219,,6,38,cxButton5,Takas Çeklerini Tahsil Et,,True,,,,,,,,,,YaniTank1,
1220,,6,38,cxButton7,Portföydeki Çekleri Tahsil Et,,True,,,,,,,,,,HareketDkm1,
1221,,6,38,cxButton4,Kesilen Çekleri Öde,,True,,,,,,,,,,FAtura1,
1222,,6,38,ankSil1,Portföye Geri Al,,True,,,,,,,,,,,
1223,,6,38,N1,Portföy Çekini İade Et,,True,,,,,,,,,,,
1224,,6,38,N3,-,,,,,,,,,,,,,
1225,,6,38,Karlksz1,Cirolanmış Çekleri Sonuçlandır Veya Kaldır,,True,,,,,,,,,,CirolanmekleriSonulandr1,
1227,,6,38,N5,-,,,,,,,,,,,,,
1228,,6,38,demeTahsilatptalEt1,Ödeme / Tahsilat İptal Et,,True,,,,,,,,,,,
1229,,6,38,N2,-,,,,,,,,,,,,,
1230,,6,38,Bilgincele1,Bilgi İncele,,,,,,,,,,,,,
1231,,6,38,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
1232,,6,38,N4,-,,,,,,,,,,,,,
1233,,6,38,ekSil1,Çek Sil,,True,,,,,,,,,,,
1234,,6,38,silgos1,Silinmişleri Göster,,True,,,,,,,,,,,
1235,,7,39,mn_rapstoktarih,Stok Tarih Kriterli,,True,,,,,,,,,,,
1236,,7,39,mn_rapstokperiyot,Periyotlu Alış-Satış Raporu,,True,,,,,,,,,,,
1237,,7,39,mn_rapstokdeptrans,Depo Transfer Raporu,,True,,,,,,,,,,,
1238,,7,39,mn_rapstoksiparis,Sipariş Raporu,,True,,,,,,,,,,,
1239,,7,39,mn_rapstokbeksip,Bekleyen Siparişler,,True,,,,,,,,,,,
1240,,7,39,mn_rapstokkapsip,Kapanan Siparişler,,True,,,,,,,,,,,
1241,,7,39,mn_rapstoksevsip,Stok Sipariş Seviye,,True,,,,,,,,,,,
1242,,7,39,mn_rapstokirsaliye,İrsaliye Raporu,,True,,,,,,,,,,,
1243,,7,39,mn_rapstokbekirs,Bekleyen İrsaliye,,True,,,,,,,,,,,
1244,,7,39,mn_rapstokfatirs,Faturalanmış İrsaliye,,True,,,,,,,,,,,
1245,,7,39,mn_rapstokrafetiket,Fiyat Ve Raf Etiket Raporu,,True,,,,,,,,,,,
1246,,7,39,mn_rapstokeksi,Eksiye Düşen Stoklar Raporu,,True,,,,,,,,,,,
1248,,7,39,mn_rapstokencok,En Çok Satılan Stok Raporu,,True,,,,,,,,,,,
1249,,7,39,mn_rapstokenaz,En Az Satılan Stok Raporu,,True,,,,,,,,,,,
1250,,7,39,mn_rapstokhargircik,Harici Giren - Çıkan Raporu,,True,,,,,,,,,,,
1251,,7,40,mn_rapcaritarih,Tarih Kriterli Cari Raporu,,True,,,,,,,,,,,
1252,,7,40,mn_rapcariaylik,Cari Aylık İşlem Raporu,,True,,,,,,,,,,,
1253,,7,40,mn_rapcariextra,Cari Ekstre Raporu,,True,,,,,,,,,,,
1254,,7,40,mn_rapcarilimit,Cari Limit Aşım Raporu,,True,,,,,,,,,,,
1255,,7,40,mn_rapcariharsiz,Hareketsiz Cariler Raporu,,True,,,,,,,,,,,
1256,,7,40,mn_rapcariverim,Cari Verimlilik Raporu,,True,,,,,,,,,,,
1257,,7,40,mn_rapcariadres,Adres Etiket Dökümü,,True,,,,,,,,,,,
1258,,7,40,mn_rapcariplaka,Plaka Kriterli Cari Raporu,,True,,,,,,,,,,,
1259,,7,40,mn_rapcariboralk,Harici Borç - Alacak Raporu,,True,,,,,,,,,,,
1260,0,7,40,mn_rapcarimut,Mutabakat Mektubu,,True,,,,,,,,,,,
1261,,7,41,mn_rapfatalssat,Alış-Satış Fatura Raporu,,True,,,,,,,,,,,
1262,,7,41,mn_rapkdvdrm,KDV Durum Raporu,,True,,,,,,,,,,,
1264,,7,42,mn_rapbanktarih,Tarih Kriterli Banka Hesap Extresi,,True,,,,,,,,,,,
1265,,7,42,mn_rapbankaylik,Banka Aylık İşlem Raporu,,True,,,,,,,,,,,
1266,,7,42,mn_rapbankbekpos,Bekleyen Pos Raporu,,True,,,,,,,,,,,
1267,,7,43,mn_rapgelgidtarih,Tarih Kriterli Hareket Dökümü,,True,,,,,,,,,,,
1268,,7,43,mn_rapgelgidaylik,Gelir-Gider Aylık İşlem Raporu,,True,,,,,,,,,,,
1269,,7,44,mn_rapcekdrm,Çek Durum Raporu,,True,,,,,,,,,,,
1270,,7,44,mn_rapcekhrkref,Çek Hareket Raporu (Referans no),,True,,,,,,,,,,,
1271,,7,45,mn_rapkasextre,Kasa Hesap Extresi,,True,,,,,,,,,,,
1272,,7,45,mn_rapkasaylik,Kasa Aylık Durum Raporu,,True,,,,,,,,,,,
1273,,7,46,mn_rapvardi,Akaryakıt Vardiya Raporu,,True,,,,,,,,,,,
1274,,7,46,mn_rapvarsayendk,Boş Sayaç Endeksleri,,True,,,,,,,,,,,
1275,,7,46,mn_rapvarsayfiydeg,Sayaç Fiyat Değişim Raporu,,True,,,,,,,,,,,
1276,,7,46,mn_rapvarmar,Market Vardiya Raporu,,True,,,,,,,,,,,
1280,,5,32,cxTabSheet1,1,,True,,,,,,,,,,,
1281,,5,32,cxTabSheet2,2,,True,,,,,,,,,,,
