id,firmano,bolumid,frmid,kont,konttr,konten,yetkialan,sfirmano,havuz,deguser,degtarsaat,olususer,olustarsaat,anafrmid,fat_fis_kont_id,Modul,kont_menu,Rap_id
1282,,5,32,cxTabSheet3,3,,True,,,,,,,,,,,
1283,,5,32,cxTabSheet4,4,,True,,,,,,,,,,,
1284,,5,32,pop_fiyat_deg,Satırın Fiyatını Değiştir,,True,,,,,,,,,,,
1299,0,2,49,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1300,0,2,49,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1301,0,2,49,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1302,0,2,50,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1303,0,2,50,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1304,0,2,50,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1305,0,2,51,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1306,0,2,51,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1307,0,2,51,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1308,0,2,52,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1309,0,2,52,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1310,0,2,52,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1311,0,2,53,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1312,0,2,53,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1313,0,2,53,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1314,0,2,54,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1315,0,2,54,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1316,0,2,54,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1317,0,2,55,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1318,0,2,55,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1319,0,2,55,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1320,0,2,56,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1321,0,2,56,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1322,0,2,56,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1323,0,2,57,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1324,0,2,57,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1325,0,2,57,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1326,0,2,58,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1327,0,2,58,pop_bilgi_deg,Bilgi Değiştir,,True,0,False,,,,,,,,,
1328,0,2,58,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1329,0,2,59,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1330,0,2,59,pop_hrk_sil,Hareket Sil,,True,0,False,,,,,,,,,
1331,0,2,4,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1332,0,5,31,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1333,0,2,6,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1334,0,2,7,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1335,0,2,8,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1336,0,2,9,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1337,0,2,10,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1338,0,2,11,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1339,0,2,12,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1340,0,2,13,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1341,0,2,14,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1342,0,2,15,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1343,0,2,16,cxgrid,Liste Başlık Ayarı,,True,0,False,,,,,,,,,
1344,0,2,9,pop_tumfishrk,Cari Hareket - Tüm Fişler,,True,0,False,,,,,,,,,
1345,0,0,64,lb_firma,Firma Ünvanı,,,,,,,,,,,,,
1347,0,9,70,butyeni,Yeni Kullanıcı,,True,,,,,,,,,H,,
1348,0,9,70,butbildeg,Bilgi Değiştir,,True,,,,,,,,,H,,
1349,0,9,70,bt_yetki,Yetkiler,,True,,,,,,,,,H,,
1350,0,9,70,BilgiDeitir1,Yeni Kullanıcı,,True,,,,,,,,,H,,
1351,0,9,70,BilgiDeitir2,Bilgi Değiştir,,True,,,,,,,,,H,,
1352,0,9,70,Sil1,Sil,,True,,,,,,,,,H,,
1353,0,9,69,cxButton2,Tamam,,True,,,,,,,,,H,,
1354,0,10,71,butyeni,Yeni Ürün,,True,,,,,,,,,H,Yeniurun,
1355,0,10,71,butbildeg,Bilgi Değiştir,,True,,,,,,,,,H,BilgiDeitir,
1356,0,10,71,Bilgincele,Bilgi İncele,,True,,,,,,,,,H,,
1357,0,10,71,buthrk,Hareket Dökümü,,True,,,,,,,,,H,HareketDkm1,
1358,0,10,71,HediyeGiris,Ürün Giriş - Çıkış,,True,,,,,,,,,H,,
1359,0,10,71,harici_btn,Ürün Dahil Et,,True,,,,,,,,,H,urndahil,
1360,0,10,71,ankSil,Kart Sil,,True,,,,,,,,,H,,
1361,0,10,71,SilinmiKartGeriAl,Silinmiş Kartı Geri Al,,True,,,,,,,,,H,,
1362,0,10,71,Silingos,Silinmiş Kayıtları Göster,,True,,,,,,,,,H,,
1363,0,10,72,harici_btn,Ürün Dahil Et,,True,,,,,,,,,H,urndahilet,
1364,0,10,72,butbildeg,Bilgi Değiştir,,True,,,,,,,,,H,BilgiDeitir,
1365,0,10,72,buthrk,Hareket Dökümü,,True,,,,,,,,,H,HareketDkm,
1366,0,10,72,ankSil,Dahil Edilmiş Ürünü Çıkar,,True,,,,,,,,,H,,
1367,0,10,73,btn_yeni,Yeni Müşteri,,True,,,,,,,,,H,pop_Yenikart,
1368,0,10,73,butbildeg,Bilgi Değiştir,,True,,,,,,,,,H,BilgiDeitir,
1369,0,10,73,Bilgincele,Bilgi İncele,,True,,,,,,,,,H,,
1370,0,10,73,buthrk,Hareket Dökümü,,True,,,,,,,,,H,HareketDkm,
1371,0,10,73,btn_puanbirles,Puan Birleşir,,True,,,,,,,,,H,PuanBirletir,
1372,0,10,73,btn_puansifir,Puan Sıfırla,,True,,,,,,,,,H,PuanSfrla,
1373,0,10,73,btn_urunhedtes,Ürün Hediye Teslimatı,,True,,,,,,,,,H,rnHediyeTeslimat,
1374,0,10,73,ankSil,Kart Sil,,True,,,,,,,,,H,,
1375,0,10,73,SilinmiKartGeriAl,Silinmiş Kartı Geri Al,,True,,,,,,,,,H,,
1376,0,10,73,Silingos,Silinmiş Kayıtları Göster,,True,,,,,,,,,H,,
1377,0,11,74,butyeni,Yeni Fiş,,True,,,,,,,,,H,YeniFis,
1378,0,11,74,butbildeg,Bilgi Değiştir,,True,,,,,,,,,H,BilgiDeitir,
1379,0,11,74,Bilgincele,Bilgi İncele,,True,,,,,,,,,H,,
1380,0,11,74,FiYazdr,Fiş Yazdır,,True,,,,,,,,,H,,
1381,0,11,74,ankSil,Fiş Sil,,True,,,,,,,,,H,,
1382,0,11,74,Silingos,Silinmiş Kayıtları Göster,,True,,,,,,,,,H,,
1383,0,12,76,VeresiyeFii,Promosyon Fişi,,True,,,,,,,,,H,,
1384,0,12,76,Oku,Oku,,True,,,,,,,,,H,,
1385,0,12,76,FiYazdr,Fiş Yazdır,,True,,,,,,,,,H,,
1386,0,12,76,lemiSil,Promosyon Fişini Geri Al,,True,,,,,,,,,H,,
1387,0,12,76,Parametre,Parametre,,True,,,,,,,,,H,,
1388,,2,10,cxButton15,Tahsilat-Ödeme,,True,,,,,,,,,,pop_tahode,
1389,,6,81,cxButton9,Nakit İşlemleri,,True,,,,,,,,,,deme1,
1390,,6,81,cxButton5,Kasa Virman,,True,,,,,,,,,,MahsupGirii1,
1391,,6,81,cxButton3,Yatan / Çekilen,,True,,,,,,,,,,Bankalem1,
1392,,6,81,cxButton8,Döviz Al / Sat,,True,,,,,,,,,,BankaCarilem1,
1393,,6,81,b_a_dekont,B / A Dekontu,,True,,,,,,,,,,AlDekontu1,
1394,,6,81,BilgiDegmn,Bilgi Değiştir,,True,,,,,,,,,,,
1395,,6,81,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1396,,6,81,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1397,,6,81,Vardi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1398,,6,81,RGR1,R-GR,,True,,,,,,,,,,,
1399,,6,81,R1,R,,True,,,,,,,,,,,
1400,,6,81,GR1,GR,,True,,,,,,,,,,,
1401,,4,82,cxButton3,Veresiye Fiş Girişi,,True,,,,,,,,,,VeresiyeFiGirii1,
1402,,4,82,cxButton1,Alacak Fiş Girişi,,True,,,,,,,,,,AlacakFiGirii1,
1403,,4,82,cxButton6,Toplu Fiş Girişi,,True,,,,,,,,,,TopluFiGiri,
1404,,4,82,cxButton7,Alacak Fiş Koçan,,True,,,,,,,,,,AlacakFisKoan,
1405,,4,82,cxButton8,Alınan Alacak Fiş Seçimi,,True,,,,,,,,,,AlnanAlacakFisSecimi,
1406,,4,82,cxButton2,Bilgi Değiştir,,True,,,,,,,,,,BilgiDeitir1,
1407,,4,82,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1408,,4,82,FiCariDeitir,Fiş Cari Değiştir,,True,,,,,,,,,,,
1409,,4,82,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1410,,4,82,Vardi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1411,,3,83,mn_fatlist,AKARYAKIT ALIŞ FATURA,,True,,,,,,,,,,mn_fatlist1,1
1412,,3,83,mn_fatlist,MARKET ALIŞ FATURA,,True,,,,,,,,,,mn_fatlist2,2
1413,,3,83,mn_fatlist,GELİR GİDER ALIŞ FATURASI,,True,,,,,,,,,,mn_fatlist3,3
1414,,3,83,mn_fatlist,YAĞ ALIŞ FATURASI,,True,,,,,,,,,,mn_fatlist4,4
1415,,3,83,mn_fatlist,VERESIYE SATIŞ FATURASI,,True,,,,,,,,,,mn_fatlist5,5
1416,,3,83,mn_fatlist,GELİR GİDER SATIŞ FATURASI,,True,,,,,,,,,,mn_fatlist6,6
1417,,3,83,mn_fatlist,TOPTAN SATIŞ FATURASI,,True,,,,,,,,,,mn_fatlist7,7
1418,,3,83,mn_fatlist,PERAKENDE SATIŞ FATURASI,,True,,,,,,,,,,mn_fatlist8,8
1419,,3,83,mn_fatlist,ALIŞTAN IADE FATURASI,,True,,,,,,,,,,mn_fatlist9,9
1420,,3,83,mn_fatlist,SATIŞTAN IADE FATURASI,,True,,,,,,,,,,mn_fatlist10,10
1421,,2,9,,Vade Farkı Listesi,,True,,,,,,,,,,VadeFarkListesi1,
1422,,2,84,cxButton8,Alacak Fiş Koçan,,True,,,,,,,,,,AlacakFiKoan1,
1423,,2,84,cxButton3,Cariye Fiş Aktar (Toplu),,True,,,,,,,,,,CariyeFiAktar1,
1424,,2,84,cxButton1,Fiş Aktar (Tek - Tek),,True,,,,,,,,,,FiAktarTekTek1,
1425,,2,84,cxButton5,Faturala,,True,,,,,,,,,,Faturala1,
1426,,2,84,cxButton6,Yeni Fiyat Uygula,,True,,,,,,,,,,YeniFiyatUygula1,
1427,,2,84,cxButton7,Fişlere Vade Uygula,,True,,,,,,,,,,FilereVadeUygula1,
1428,,2,84,AktarlmFiiGeriAl1,Aktarılmış Fişi Geri Al,,True,,,,,,,,,,,
1430,,2,84,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1431,,2,84,FiCariDeitir1,Fiş Cari Değiştir,,True,,,,,,,,,,,
1432,,2,84,SeiliFiiYazdr1,Seçili Fişi Yazdır,,True,,,,,,,,,,,
1433,,2,84,PlakaMiktarRaporu1,Plaka Miktar Raporu,,True,,,,,,,,,,,
1434,,2,84,PlakaTarihFino1,Plaka Tarih Raporu,,True,,,,,,,,,,,
1435,,2,84,SrcMiktarRaporu1,Sürücü Miktar Raporu,,True,,,,,,,,,,,
1436,,2,84,PlakaKmRaporu1,Plaka Km Raporu,,True,,,,,,,,,,,
1437,,2,84,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1438,,2,84,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1439,,2,86,cxButton4,Yeni Fiş,,True,,,,,,,,,,VeresiyeFiGirii1,
1440,,2,87,cxButton4,Yeni Fiş,,True,,,,,,,,,,VeresiyeFiGirii1,
1441,,2,86,cxButton3,Cariye Fiş Aktar (Toplu),,True,,,,,,,,,,CariyeFiAktar1,
1442,,2,86,cxButton1,Fiş Aktar (Tek - Tek),,True,,,,,,,,,,FiAktarTekTek1,
1443,,2,86,cxButton5,Faturala,,True,,,,,,,,,,Faturala1,
1444,,2,86,SeiliFiiAktar1,Seçili Fişi Aktar,,True,,,,,,,,,,,
1445,,2,87,cxButton3,Cariye Fiş Aktar (Toplu),,True,,,,,,,,,,CariyeFiAktar1,
1446,,2,86,AktarlmFiiGeriAl1,Aktarılmış Fişi Geri Al,,True,,,,,,,,,,,
1447,,2,86,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
1448,,2,86,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1449,,2,86,FiCariDeitir1,Fiş Cari Değiştir,,True,,,,,,,,,,,
1450,,2,86,SeiliFiiYazdr1,Seçili Fişi Yazdır,,True,,,,,,,,,,,
1451,,2,87,cxButton1,Fiş Aktar (Tek - Tek),,True,,,,,,,,,,FiAktarTekTek1,
1452,,2,87,cxButton5,Faturala,,True,,,,,,,,,,Faturala1,
1453,,2,87,SeiliFiiAktar1,Seçili Fişi Aktar,,True,,,,,,,,,,,
1454,,2,87,AktarlmFiiGeriAl1,Aktarılmış Fişi Geri Al,,True,,,,,,,,,,,
1455,,2,86,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1456,,2,86,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1457,,2,87,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
1458,,2,87,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1459,,2,87,FiCariDeitir1,Fiş Cari Değiştir,,True,,,,,,,,,,,
1460,,2,87,SeiliFiiYazdr1,Seçili Fişi Yazdır,,True,,,,,,,,,,,
1461,,2,87,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1462,,2,87,Silinmi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1463,,5,31,SatListesi1,Satış Listesi,,True,,,,,,,,,,,
1464,0,11,75,mn_fisislem,PROMOSYON SATIŞ FİŞİ,,True,,,,,,,,,H,mn_fisislem36,36
1465,0,11,75,mn_fisislem,PROMOSYON TESLİMAT FİŞİ,,True,,,,,,,,,H,mn_fisislem37,37
1466,0,10,73,cxButton1,Harici Giriş,,True,,,,,,,,,H,,
1467,,2,84,cxButton4,Yeni Fiş,,True,,,,,,,,,,VeresiyeFiGirii1,
1468,,5,31,cxButton5,Veresiye Fiş,,True,,,,,,,,,,,
1469,,5,31,acik_fazla_goster,Kapanış Göster,,True,,,,,,,,,,,
1470,,4,91,cxButton9,Nakit İşlemleri,,True,,,,,,,,,,deme1,
1471,,4,91,cxButton3,Mahsup Girişi,,True,,,,,,,,,,MahsupGirii1,
1472,,4,91,cxButton2,Çek - Senet,,True,,,,,,,,,,ekSenet1,
1473,,4,91,cxButton5,Banka İşlemleri,,True,,,,,,,,,,BankaCarilem1,
1474,,4,91,BilgiDeitir1,Bilgi Değiştir,,True,,,,,,,,,,,
1475,,4,91,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1476,,4,91,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1477,,4,91,Vardi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1478,,15,92,butyenvar,Yeni Vardiya,,True,,,,,,,,,,YeniVardiya,
1479,,15,92,Vardiyaacbilgi,Vardiya Açılış Bilgileri,,True,,,,,,,,,,,
1480,,15,92,btnsathrk,Satış Hareketleri,,True,,,,,,,,,,mnsatishrk,
1481,,15,92,btnnaktes,Nakit Teslimat,,True,,,,,,,,,,mnnaktes,
1482,,15,92,btnpos,Pos Satışları,,True,,,,,,,,,,mnPos,
1483,,15,92,btnvadikapat,Vardiya Kapat,,True,,,,,,,,,,mnVardiyakapat,
1484,,15,92,varraporbtn,Vardiya Raporu,,True,,,,,,,,,,,
1485,,15,92,mnVardiyaGer,Vardiya Geri Al,,True,,,,,,,,,,,
1486,,15,92,mnVardiyaSil,Vardiya Sil,,True,,,,,,,,,,,
1487,,15,92,VardiSilGos,Silinmiş Vardiyaları Göster,,,,,,,,,,,,,
1488,,15,92,cxgrid,Liste Başlık Ayarı,,True,,,,,,,,,,,
1489,,15,92,acik_fazla_goster,Açık Fazla Göster,,True,,,,,,,,,,,
1490,0,3,83,mn_fatlist,DİSTİRİBİTOR SATIŞ FATURA,,True,,,,,,,,,,mn_fatlist38,38
1491,,5,31,PosCariSecim,Pos Cari Seçim,,True,,,,,,,,,,,
1492,,4,4,PosCariSecim,Pos Cari Seçim,,True,,,,,,,,,,,
1493,,6,34,PosCariSecim,Pos Cari Seçim,,True,,,,,,,,,,,
1494,,6,37,PosCariSecim,Pos Cari Seçim,,True,,,,,,,,,,,
1495,0,,,,VERESIYE FİŞİ,,True,,,,,,,,,,,11
1496,0,,,,ALACAK FİŞİ,,True,,,,,,,,,,,12
1497,0,,,,TOPTAN SATIŞ FİŞİ,,True,,,,,,,,,,,35
1498,0,,,,TTS SATIŞ FİŞİ,,True,,,,,,,,,,,39
1499,,4,93,cxButton1,Pos Giriş,,True,,,,,,,,,,PosGirii1,
1500,,4,93,butbildeg,Bilgi Değiştir,,True,,,,,,,,,,BilgiDeitir1,
1501,,4,93,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1502,,4,93,SlipBirletir1,Bölünmüş Slipleri Birleştir,,True,,,,,,,,,,,
1503,,4,93,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1504,,4,93,Vardi1,Silinmiş Kayıtları Göster,,True,,,,,,,,,,,
1505,,5,94,cxButton15,Satış / İade,,True,,,,,,,,,,YeniVardiya1,
1506,,5,94,bildegbtn,Bilgi Değiştir,,True,,,,,,,,,,VardiyaKapat1,
1507,,5,94,VaridyaGeriAl1,Satış Sil,,True,,,,,,,,,,,
1508,,5,94,SilinmiKaytlarGeriAl1,Satışı Geri Al,,True,,,,,,,,,,,
1509,,5,94,Vardi1,Silinmiş Satışları Göster,,True,,,,,,,,,,,
1510,,5,94,OklenmemiSatlar1,Askıda Kalan Satışlar,,True,,,,,,,,,,,
1511,,4,95,fiyat_gun,Fiyatları Güncelle,,True,,,,,,,,,,,
1512,,4,96,cxButton1,Teslimat Girişi,,True,,,,,,,,,,eslimatGirii1,
1513,,4,96,cxButton2,Bilgi Değiştir,,True,,,,,,,,,,BilgiDeitir1,
1514,,4,96,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1515,,4,97,cxButton1,Yağ Emita Giriş,,True,,,,,,,,,,YaSatGirii1,
1516,,4,97,cxButton2,Bilgi Değiştir,,True,,,,,,,,,,BilgiDeitir1,
1517,,4,97,Bilgincele1,Bilgi İncele,,True,,,,,,,,,,,
1518,,4,96,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1519,,4,97,KaytSil1,Kayıt Sil,,True,,,,,,,,,,,
1520,,5,32,cxButton3,Son Satış,,True,,,,,,,,,,,
1521,,7,110,mn_rappertarih,Tarih Kriterli Cari Raporu,,True,,,,,,,,,,,
1522,,7,110,mn_rapperaylik,Aylık İşlem Raporu,,True,,,,,,,,,,,
1523,,2,6,BarkodDegistir,Barkod Değiştir,,True,,,,,,,,,,,
1524,,2,6,DurumDegistir,Durum Değiştir,,True,,,,,,,,,,,
1525,,5,31,MnZraporOlustur,Z Raporu Oluştur,,True,,,,,,,,,,,
1526,,2,111,cxTabSheet1,&1 : Genel Bilgiler,,True,,,,,,,,,,,
1527,,2,111,cxTabSheet4,&2 : Adres,,True,,,,,,,,,,,
1528,,2,111,cxTabSheet3,&3 : Otomasyon - Plaka,,True,,,,,,,,,,,
1529,,2,111,cxTabSheet2,&4 : Çalışma Şartları,,True,,,,,,,,,,,
1530,,2,111,cxTabSheet5,&5 : Teminatlar,,True,,,,,,,,,,,
1531,,2,111,cxTabSheet6,&6 : Not - Hatırlatma,,True,,,,,,,,,,,
1532,,2,111,cxTabSheet7,Web Yetki,,True,,,,,,,,,,,
1533,,7,39,mn_raptankdurum,Tank Durum Raporu,,True,,,,,,,,,,,
1534,,7,39,mn_rapfiyatdegisim,Fiyat Değişim Raporu,,True,,,,,,,,,,,
1535,,7,39,mn_rapgunlukortalama,Günlük Ortalama Satış Raporu,,True,,,,,,,,,,,
1536,,7,40,mn_rapcariaylik_ba,Cari Aylık B / A Raporu,,True,,,,,,,,,,,
1537,,7,40,mn_rapcarislem,Cari İşlem Raporu,,True,,,,,,,,,,,
1538,,7,40,mn_rapcarikmrap,Cari Fiş Km Raporu,,True,,,,,,,,,,,
1539,,7,40,mn_rapcarfisstokgrup,Cari Fiş Stok Grup Raporu,,True,,,,,,,,,,,
1540,,7,40,mn_rapcarmailrapor,Cari Mail Raporu,,True,,,,,,,,,,,
1541,,7,40,mn_rapcarfissatis,Cari Fiş Satış Raporu,,True,,,,,,,,,,,
1542,,7,40,mn_rapcarsatisodeme,Satış Ödeme Analiz Raporu,,True,,,,,,,,,,,
1543,,7,40,mn_rappersatis,Personel Satış Raporu,,True,,,,,,,,,,,
1544,,7,40,mn_rapcarrisklimit,Cari Risk Limit,,True,,,,,,,,,,,
1545,,7,40,mn_rapcarrisk,Cari Risk Raporu,,True,,,,,,,,,,,
1546,,7,41,mn_rapkdvdrmgrup,KDV Durum Grup Raporu,,True,,,,,,,,,,,
1547,,7,41,mn_rapfatstok,Stok Durum Raporu,,True,,,,,,,,,,,
1548,,7,41,mn_rapadettutar,Adet - Tutar Kriter Raporu,,True,,,,,,,,,,,
1549,,7,41,mn_rapperiotfatstok,Periyotlu Fatura Stok Raporu,,True,,,,,,,,,,,
1550,,7,41,mn_rapfatkontrol,Fatura Kontrol,,True,,,,,,,,,,,
1551,,7,43,mn_rapgelgidhrk,Gelir-Gider Hareket Dökümü,,True,,,,,,,,,,,
1552,,7,46,mn_rapvarzrapor,Vardiya Zrapor Karşılaştırma Raporu,,True,,,,,,,,,,,
1553,,7,112,mn_gunlukrap,Günlük Rapor,,True,,,,,,,,,,,
1554,,7,112,rap_genrapor,Genel Rapor,,True,,,,,,,,,,,
1555,,7,112,rap_gunislembodro,Günlük İşlem Bordrosu,,True,,,,,,,,,,,
1556,,7,112,rap_genrapor2,Genel Rapor 2,,True,,,,,,,,,,,
1557,,7,112,mn_rapsatdag,Satış Dağılım Raporu,,True,,,,,,,,,,,
1558,,7,112,mn_rapalissatiskon,Alış-Satış Konsolide,,True,,,,,,,,,,,
1559,,7,112,mn_rapgelirtablo,Gelir Tablosu,,True,,,,,,,,,,,
1560,,7,112,mn_rapbilanco,Bilanço Raporu,,True,,,,,,,,,,,
1561,,7,112,mn_rapmizan,Mizan Raporu,,True,,,,,,,,,,,
1562,,7,112,mn_rapkarzarar,Kar - Zarar Raporu,,True,,,,,,,,,,,
1563,,7,112,mn_rapborcyaslandirma,Borç Yaşlandırma,,True,,,,,,,,,,,
1564,,7,113,mn_rappomvargrafik,P.Vardiya Satış Grafikleri,,True,,,,,,,,,,,
1565,,7,40,mn_rapcardonemsel,Cari DÃ¶nemsel Rapor,,True,,,,,,,,,,,
1566,,2,6,depotransfer_btn,Depo Transfer,,True,,,,,,,,,,,
1573,,2,14,PosCariSecim,Pos Cari Seçim,,True,,,,,,,,,,,
1574,,3,24,EFaturaKilitleKilit,EFatura Kilitle Kilit Aç,,True,,,,,,,,,,EFaturaKilitleKilit,
1575,,3,24,KilitleKilitAc,Kilitle / Kilit Aç,,True,,,,,,,,,,KilitleKilitAc,
1576,,4,127,btn_carikart,Yeni Cari,,True,,,,,,,,,,,
1577,,3,27,Cari1,Fiş Cari Değiştir,,True,,,,,,,,,,,
1578,,7,46,mn_rapmarvarsatissilinen,Market Vardiya Silinen Satış Raporu,,True,,,,,,,,,,,
1567,0,3,83,mn_fatlist,TEVKIFATLI ALIŞ FATURASI,,True,,,,,,,,,,mn_fatlist40,40
1568,0,3,83,mn_fatlist,TEVKIFATLI SATIŞ FATURASI,,True,,,,,,,,,,mn_fatlist41,41
1569,0,,,,VERESIYE FİŞİ,,True,,,,,,,,,,,11
1570,0,,,,ALACAK FİŞİ,,True,,,,,,,,,,,12
1571,0,,,,TOPTAN SATIŞ FİŞİ,,True,,,,,,,,,,,35
1572,0,,,,TTS SATIŞ FİŞİ,,True,,,,,,,,,,,39
